genre_id,name_en,name_ja,parent_genre_id,description_ja,description_en,energy,mood,key_instruments,reference_artists,is_active,display_order
bulgarian_voices,Bulgarian Voices,ブルガリアン・ヴォイス,,不協和な女声が異界を開くブルガリア合唱,Otherworldly dissonant Bulgarian female choir,2,神秘/荘厳/異界的,women's chorus / drone / gadulka / kaval,Le Mystère des Voix Bulgares,1,1170
russian_folk,Russian Folk,ロシア民謡,,哀愁と壮大さが同居するロシアの歌,Russian song of longing and grandeur,3,哀愁/壮大/冬,balalaika / bayan / domra / choir,Red Army Choir / Pyatnitsky Choir,1,1180
nordic_folk,Nordic Folk,北欧フォーク,,森と静寂が宿る北欧の澄んだ民俗音楽,Clear Nordic folk of forest and silence,2,澄んだ/静寂/冬,Hardanger fiddle / nyckelharpa / kantele / drone,Wardruna / Hedningarna / Garmarna,1,1190
estonian_choral,Baltic Choral,バルト合唱,,祈りのように透明なバルトの合唱,Translucent prayer-like Baltic choral music,2,透明/祈り/静謐,mixed choir / kannel / organ,Arvo Pärt / Veljo Tormis,1,1200
sami_joik,Sami Joik,サーミ・ヨイク,,自然そのものを描く北欧サーミの原初の歌,Primal Sami chant that depicts nature itself,2,原始的/自然/スピリチュアル,unaccompanied vocal chant / frame drum / drone,Mari Boine / Wimme Saari,1,1210
filmi,Filmi,フィルミー,,インド映画の劇中歌。ボリウッドの中心,Indian film songs at the heart of Bollywood,5,ゴージャス/祝祭/ドラマチック,tabla / dholak / sitar / strings / dhol,A.R. Rahman / Lata Mangeshkar / Kishore Kumar,1,1220
hindustani,Hindustani Classical,ヒンドゥスターニー音楽,,北インドの古典音楽,North Indian classical music,3,瞑想/宇宙的/深遠,sitar / tabla / tanpura / sarangi / bansuri,Ravi Shankar / Zakir Hussain / Hariprasad Chaurasia,1,1230
carnatic,Carnatic Music,カルナーティック音楽,,南インドの古典音楽,South Indian classical music,3,技巧的/精緻/数学的,veena / mridangam / violin / ghatam / kanjira,M.S. Subbulakshmi / T.M. Krishna,1,1240
bhangra,Bhangra,バングラー,,パンジャブの収穫祭発の躍動ダンス音楽,Punjabi harvest dance music,5,祝祭/パーティー/爆発,dhol / tumbi / chimta / electronic beats,Daler Mehndi / Panjabi MC,1,1250
baul,Baul,バウル,,ベンガルの吟遊詩人による神秘の歌,Mystic songs of Bengal wandering minstrels,3,スピリチュアル/放浪/自由,ektara / dotara / duggi / ankle bells,Purna Das Baul / Parvathy Baul,1,1260
rajasthani,Rajasthani Folk,ラジャスタン民謡,,砂漠の放浪楽師が奏でる華やかな民俗音楽,Vibrant desert folk of Rajasthan,3,砂漠/放浪/華やか,sarangi / morchang / dholak / khartaal,Manganiyar musicians / Langa musicians,1,1270
goa_trance,Goa Trance,ゴア・トランス,,ゴアのビーチ発の幻想的トランス,Psychedelic trance born on Goa beaches,4,幻想/反復/トランス,acid synth / 303 bass / four-on-the-floor / pads,Goa Gil / Astral Projection,1,1280
qawwali,Qawwali,カッワーリー,,スーフィーの熱狂的な宗教歌,Ecstatic Sufi devotional song,4,スピリチュアル/恍惚/トランス,harmonium / tabla / dholak / hand claps / vocals,Nusrat Fateh Ali Khan / Sabri Brothers,1,1290
gamelan,Gamelan,ガムラン,,打楽器合奏によるジャワ・バリの伝統音楽,Javanese and Balinese percussion orchestra music,3,神秘/トランス/王宮的,metallophones / gongs / kendang / suling,Javanese and Balinese gamelan ensembles,1,1300
dangdut,Dangdut,ダンドゥット,,インドネシアの大衆ポップ,Indonesia popular dance-pop,4,ポップ/ダンサブル/庶民的,tabla / flute / mandolin / electric guitar / gendang,Rhoma Irama / Inul Daratista,1,1310
thai_luk_thung,Luk Thung,ルークトゥン,,哀愁とメロドラマを歌うタイの大衆歌謡,Melodramatic Thai country song,3,哀愁/田舎/メロドラマ,phin / khlui / ranat / Western band,Pumpuang Duangjan / Suraphol Sombatcharoen,1,1320
vietnamese,Vietnamese Traditional,ベトナム伝統音楽,,水墨画のように繊細なベトナムの伝統音楽,Delicate ink-wash-like Vietnamese tradition,2,繊細/哀愁/水墨画的,đàn tranh / đàn bầu / sáo / đàn nguyệt,traditional ca trù ensembles,1,1330
chinese_traditional,Chinese Traditional,中国伝統音楽,,二胡と古筝が描く悠久の中国伝統音楽,Timeless Chinese tradition of erhu and guzheng,2,雅/悠久/大陸的,erhu / pipa / guzheng / dizi / yangqin,女子十二楽坊,1,1340
peking_opera,Peking Opera,京劇,,銅鑼と裏声が劇的に交錯する中国の伝統劇,Dramatic Chinese opera of gongs and falsetto,4,劇的/華麗/戦闘的,jinghu / gongs / cymbals / wooden clappers,Mei Lanfang,1,1350
shidaiqu,Shidaiqu,時代曲,,上海発の中国ポップの源流,The root of Chinese pop from Shanghai,3,ノスタルジック/退廃/上海,jazz band / strings / Chinese melody / vocals,周璇 / 白光,1,1360
chinese_rock,Chinese Rock,中国ロック,,北京を中心に育った中国語ロック,Chinese-language rock centered on Beijing,4,反骨/熱情/ロック,electric guitar / bass / drums / vocals,崔健 / 唐朝,1,1370
kpop,K-Pop,K-POP,,韓国発の世界的ポップ,Global pop from South Korea,4,モダン/キャッチー/プロダクション,crisp synth / 808 / layered vocals / EDM drops,BTS / BLACKPINK / SEVENTEEN,1,1380
trot,Trot,トロット,,韓国最古のポピュラー歌謡,Korea oldest popular song genre,3,哀愁/こぶし/レトロ,brass / strings / electronic beat / vocals,이미자 / 나훈아,1,1390
city_pop,City Pop,シティ・ポップ,,80年代東京の都会的でメロウなポップス,Mellow urban Tokyo pop of the 1980s,3,おしゃれ/レトロ/メロウ,chorus guitar / slap bass / electric piano / LinnDrum,山下達郎 / 竹内まりや / 大貫妙子,1,1400
jp_jazz_fusion,Japanese Jazz Fusion,和ジャズ・フュージョン,jazz_fusion,70〜80年代日本のクロスオーバー,Japanese crossover-fusion of the 70s and 80s,4,技巧/疾走/都会,electric piano / guitar / synth / funk bass,Casiopea / T-Square / 渡辺香津美,1,1410
shibuya_kei,Shibuya-kei,渋谷系,,90年代渋谷発のおしゃれな折衷ポップ,Stylish eclectic pop from 1990s Shibuya,3,おしゃれ/折衷/レトロ,bossa samples / strings / vintage synth / breakbeat,Pizzicato Five / Cornelius / Flipper's Guitar,1,1420
kayokyoku,Kayōkyoku,歌謡曲,,昭和の日本ポピュラー歌謡,Shōwa-era Japanese popular song,3,歌謡/メロディ/昭和,strings / brass / band / vocals,美空ひばり / 山口百恵 / 沢田研二,1,1430
jp_funk,Japanese Funk,和ファンク,funk,世界のディガーに人気の和モノ・ファンク,Japanese funk prized by global diggers,4,グルーヴ/和モノ/ファンキー,slap bass / wah guitar / horns / drums,鈴木茂 / 久保田麻琴,1,1440
enka,Enka,演歌,,こぶしと情念で日本の心を歌う大衆歌謡,Japanese ballad of vibrato and deep sentiment,3,こぶし/情念/日本的,shamisen / shakuhachi / strings / vocals,美空ひばり / 北島三郎 / 八代亜紀,1,1450
gagaku,Gagaku,雅楽,,千年を超えて受け継がれる日本の宮廷雅楽,Japan millennium-old imperial court music,1,荘厳/古代/神聖,shō / hichiriki / ryūteki / biwa / kakko,宮内庁式部職楽部,1,1460
okinawan_folk,Okinawan Folk,沖縄民謡,,三線と琉球音階が彩る沖縄の伝統音楽,Okinawan traditional music of sanshin and Ryukyu scales,2,海/島/郷愁,sanshin / island drum / Ryukyu scale / vocals,嘉手苅林昌 / りんけんバンド,1,1470
shimauta,Shimauta,島唄,,奄美・沖縄の島々に伝わる唄,Island songs of Amami and Okinawa,2,島/郷愁/祝祭,sanshin / hayashi / vocals,朝崎郁恵 / 元ちとせ,1,1480
khoomei,Khoomei,ホーミー,,モンゴルの喉歌（倍音唱法）,Mongolian throat singing,2,原始的/自然/神秘,morin khuur / throat singing / drone,Batzorig Vaanchig / Khusugtun,1,1490
polynesian,Polynesian,ポリネシアン,,海と大地を讃える太平洋諸島の合唱,Pacific-island harmony praising sea and land,3,海洋/壮大/部族的,log drum / ukulele / group vocals / conch shell,Te Vaka,1,1500
maori_haka,Maori Haka,マオリ・ハカ,,大地を踏み鳴らすマオリの力の歌,Maori chant of power and unity,5,威嚇/力/団結,body percussion / foot stomping / group chant,Kapa haka groups,1,1510
aboriginal,Aboriginal,アボリジナル,,ディジュリドゥが鳴るオーストラリア先住民の音,Indigenous Australian sound of the didgeridoo,2,原始/大地/ドリームタイム,didgeridoo / clapsticks / body percussion / drone,Yothu Yindi / Gurrumul,1,1520
grime,Grime,グライム,,ロンドン発の高速エレクトロニック・ラップ,Fast electronic rap from London,4,アーバン/攻撃的/疾走,140bpm beats / sub-bass / synth stabs / MC vocals,Wiley / Skepta / Stormzy,1,1530
uk_garage,UK Garage,UKガラージ,,ロンドンのクラブ発の跳ねるダンス音楽,Bouncy London club dance music,4,アーバン/おしゃれ/跳ねる,2-step beats / sub-bass / soulful vocals / synth,MJ Cole / Artful Dodger,1,1540
jungle,Jungle,ジャングル,,切り刻んだブレイクと重低音の英国ダンス,UK dance of chopped breaks and heavy bass,4,疾走/アーバン/ダーク,breakbeats / sub-bass / amen break / reggae samples,Goldie / LTJ Bukem,1,1550
trip_hop,Trip Hop,トリップ・ホップ,,ブリストル発の陰鬱でダウンテンポなサウンド,Moody downtempo sound from Bristol,2,ダーク/アーバン/けだるい,slow beats / turntablism / dark atmosphere / samples,Massive Attack / Portishead / Tricky,1,1560
berlin_techno,Berlin Techno,ベルリン・テクノ,,壁崩壊後のベルリンで育った硬派テクノ,Hard techno that grew in post-wall Berlin,4,硬質/反復/ダーク,driving kick / analog synth / hypnotic loops / hi-hats,Ben Klock / Marcel Dettmann,1,1570
krautrock,Krautrock,クラウトロック,,反復と実験のドイツ実験ロック,German experimental rock of repetition,3,反復/実験/宇宙的,motorik drums / analog synth / electric guitar / sequencer,Can / Neu! / Kraftwerk,1,1580
quebecois_folk,Québécois Folk,ケベック伝統音楽,,フランス系カナダの足踊りとフィドルが弾む伝統音楽,Foot-tapping fiddle folk of French Canada,3,陽気/素朴/祝祭,fiddle / accordion / foot percussion / spoons,La Bottine Souriante / Le Vent du Nord,1,1590
inuit_throat_singing,Inuit Throat Singing,イヌイットの喉歌,,二人一組で息を交わすカナダ北極圏の喉歌,Inuit katajjaq throat-singing duets of the Arctic,2,原始的/遊戯的/親密,paired throat singing / breath rhythm / vocal games,Tanya Tagaq,1,1600
russian_rock,Russian Rock,ロシアン・ロック,,ソ連末期のレニングラードで燃えた詩的なロック,Poetic rock from late-Soviet Leningrad,4,反骨/詩的/哀愁,electric guitar / bass / drums / vocals,Kino / Aquarium / DDT,1,1610
tuvan_throat_singing,Tuvan Throat Singing,トゥバ喉歌,,シベリア・トゥバの大地に響く倍音の喉歌,Harmonic throat singing of Siberian Tuva,2,原始的/大地的/神秘,igil / doshpuluur / throat singing / drone,Huun-Huur-Tu / Yat-Kha,1,1620
yodel,Yodel,ヨーデル,,アルプスにこだまする裏声の切り替え唱法,Alpine falsetto-switching mountain song,3,牧歌/澄んだ/祝祭,yodeling vocals / alphorn / accordion / hand bells,Swiss Naturjodel ensembles,1,1630
scottish_folk,Scottish / Celtic,スコティッシュ/ケルト,,バグパイプが勇壮に鳴るスコットランドのケルト音楽,Stirring Scottish Celtic music of the bagpipes,3,勇壮/郷愁/祝祭,Highland bagpipes / fiddle / bodhrán / accordion,Runrig / Capercaillie / Battlefield Band,1,1640
breton_celtic,Breton Celtic,ブルトン/ケルト音楽,,ブルターニュのケルト復興とフェスト・ノーズの舞踏,Breton Celtic revival and fest-noz dance,3,郷愁/祝祭/神秘,bombarde / biniou / Celtic harp / fiddle,Alan Stivell / Tri Yann,1,1650
galician_celtic,Galician Celtic,ガリシア/ケルト音楽,,スペイン北西部に残るガイタのケルト音楽,Galician bagpipe Celtic music of NW Spain,3,郷愁/祝祭/大地的,gaita / tamboril / hurdy-gurdy / pandeireta,Carlos Núñez / Luar na Lubre,1,1660
georgian_polyphony,Georgian Polyphony,ジョージア多声合唱,,男声が幾重にも重なるジョージアの古代多声合唱,Ancient Georgian polyphonic male choral singing,2,荘厳/神秘/大地的,a-cappella male choir / drone / close harmony,Rustavi Choir / Ensemble Basiani,1,1670
chanson_quebecoise,Chanson Québécoise,シャンソン・ケベコワ,,フランス語で歌うケベックの抒情的なシャンソン／ポップ。アイデンティティの象徴,French-language Québécois chanson and song — an emblem of identity,3,抒情/郷愁/誇り,acoustic guitar / piano / accordion / strings,Félix Leclerc / Gilles Vigneault / Robert Charlebois,1,1680
funana,Funaná,フナナ,,カーボベルデのアコーディオン(ガイタ)とフェリーニョが疾走する舞踏音楽,Fast Cape Verdean accordion-and-ferrinho dance music,4,陽気/疾走/祝祭,gaita accordion / ferrinho / bass / drums,Ferro Gaita / Bulimundo,1,1690
coladeira,Coladeira,コラデイラ,morna,モルナの陽気で軽快な姉妹分。カーボベルデの大衆舞踏,The upbeat lighthearted cousin of morna from Cape Verde,3,陽気/洒脱/軽快,acoustic guitar / cavaquinho / brass / bass,Cesária Évora / Tito Paris / Suzanna Lubrano,1,1700
batuku,Batuku,バトゥク,,サンティアゴ島の女性たちが布を叩いて生むポリリズム歌舞,Women's polyrhythmic cloth-drumming song-dance of Santiago island,4,大地的/祝祭/土着,tchabeta cloth percussion / cimboa / call-and-response vocals,Nácia Gomi / Orlando Pantera,1,1710
tahitian,Tahitian,タヒチアン,,トオエレ太鼓が刻むタヒチのオテア舞踊と島ポップ,Tahitian ʻōteʻa drum-dance and island pop,4,祝祭/海洋/躍動,toʻere drums / pahu / ukulele / group vocals,Bobby Holcomb / Te Maeva,1,1720
fijian,Fijian Meke,フィジー（メケ／ヴデ）,,詠唱と踊りのメケ、ポップ化したヴデを擁するフィジーの音楽,Fijian meke chant-dance and the pop style vude,3,海洋/祝祭/部族的,lali drum / derua / group harmony vocals / guitar,Laisa Vulakoro / Black Rose,1,1730
